partID; gender; age; dB; csPerm; switchPerm; trial; csThisTime; block; cs1; cs2; us; color; pattern; colorFreq; parallelCode; contRating; conRatingRT
106; f; 21; 95; 0; 2; 0; 1; 0; 1; 4; 0; red; dots; 12; 14; 80.0; 5.918777499999919
106; f; 21; 95; 0; 2; 0; 2; 0; 2; 3; 0; red; diamonds; 15; 67; 88.0; 2.4758981999999605
106; f; 21; 95; 0; 2; 0; 4; 0; 4; 1; 0; green; diamonds; 12; 41; 87.0; 6.842376699999932
106; f; 21; 95; 0; 2; 0; 3; 0; 3; 2; 0; green; dots; 15; 76; 86.0; 3.1254615000000285
106; f; 21; 95; 0; 2; 1; 2; 1; 2; 3; 0; red; diamonds; 12; 23; 62.0; 2.4001958999999715
106; f; 21; 95; 0; 2; 2; 1; 1; 1; 4; 1; red; dots; 15; 58; 68.0; 5.326846100000012
106; f; 21; 95; 0; 2; 3; 1; 1; 1; 4; 1; red; dots; 12; 14; 41.0; 5.600853400000005
106; f; 21; 95; 0; 2; 4; 2; 1; 2; 3; 1; red; diamonds; 12; 23; 59.0; 3.5017184000000725
106; f; 21; 95; 0; 2; 5; 1; 1; 1; 4; 1; red; dots; 12; 14; 65.0; 2.333980600000018
106; f; 21; 95; 0; 2; 6; 2; 1; 2; 3; 0; red; diamonds; 15; 67; 89.0; 4.401926099999969
106; f; 21; 95; 0; 2; 7; 3; 1; 3; 2; 0; green; dots; 12; 32; 68.0; 4.6668456999999535
106; f; 21; 95; 0; 2; 8; 3; 1; 3; 2; 0; green; dots; 15; 76; 53.0; 4.075948000000039
106; f; 21; 95; 0; 2; 9; 3; 1; 3; 2; 0; green; dots; 12; 32; 64.0; 10.968658000000005
106; f; 21; 95; 0; 2; 10; 2; 1; 2; 3; 0; red; diamonds; 12; 23; 43.0; 6.178087499999947
106; f; 21; 95; 0; 2; 11; 4; 1; 4; 1; 0; green; diamonds; 15; 85; 32.0; 3.151564600000029
106; f; 21; 95; 0; 2; 12; 2; 1; 2; 3; 0; red; diamonds; 15; 67; 59.0; 3.7516125999999304
106; f; 21; 95; 0; 2; 13; 3; 1; 3; 2; 0; green; dots; 12; 32; 55.0; 5.486105500000008
106; f; 21; 95; 0; 2; 14; 4; 1; 4; 1; 0; green; diamonds; 12; 41; 44.0; 5.86037209999995
106; f; 21; 95; 0; 2; 15; 4; 1; 4; 1; 0; green; diamonds; 12; 41; 45.0; 6.992309100000057
106; f; 21; 95; 0; 2; 16; 1; 1; 1; 4; 1; red; dots; 15; 58; 80.0; 4.111091100000067
