partID; gender; age; dB; csPerm; switchPerm; trial; csThisTime; block; cs1; cs2; us; color; pattern; colorFreq; parallelCode; contRating; conRatingRT
111; m; 31; 98; 2; 2; 0; 4; 0; 4; 1; 0; red; diamonds; 12; 41; 78.0; 9.793893400000002
111; m; 31; 98; 2; 2; 0; 3; 0; 3; 2; 0; red; dots; 15; 76; 52.0; 7.3005044000000225
111; m; 31; 98; 2; 2; 0; 1; 0; 1; 4; 0; green; dots; 12; 14; 79.0; 5.385318400000074
111; m; 31; 98; 2; 2; 0; 2; 0; 2; 3; 0; green; diamonds; 15; 67; 64.0; 6.252426599999922
111; m; 31; 98; 2; 2; 1; 4; 1; 4; 1; 0; red; diamonds; 12; 41; 87.0; 5.552261200000089
111; m; 31; 98; 2; 2; 2; 1; 1; 1; 4; 0; green; dots; 12; 14; 68.0; 6.11802560000001
111; m; 31; 98; 2; 2; 3; 2; 1; 2; 3; 0; green; diamonds; 15; 67; 80.0; 3.6265293000000156
111; m; 31; 98; 2; 2; 4; 4; 1; 4; 1; 1; red; diamonds; 15; 85; 62.0; 3.676640900000052
111; m; 31; 98; 2; 2; 5; 3; 1; 3; 2; 0; red; dots; 12; 32; 55.0; 6.52589439999997
111; m; 31; 98; 2; 2; 6; 2; 1; 2; 3; 0; green; diamonds; 15; 67; 77.0; 9.260522999999921
111; m; 31; 98; 2; 2; 7; 2; 1; 2; 3; 0; green; diamonds; 15; 67; 96.0; 4.0266984000001
111; m; 31; 98; 2; 2; 8; 4; 1; 4; 1; 0; red; diamonds; 12; 41; 71.0; 2.5009756000000607
111; m; 31; 98; 2; 2; 9; 4; 1; 4; 1; 0; red; diamonds; 15; 85; 56.0; 1.3265481000000818
111; m; 31; 98; 2; 2; 10; 1; 1; 1; 4; 1; green; dots; 15; 58; 73.0; 4.984175800000003
111; m; 31; 98; 2; 2; 11; 3; 1; 3; 2; 0; red; dots; 15; 76; 63.0; 13.486332299999958
111; m; 31; 98; 2; 2; 12; 3; 1; 3; 2; 0; red; dots; 12; 32; 45.0; 1.7007763000000296
111; m; 31; 98; 2; 2; 13; 4; 1; 4; 1; 0; red; diamonds; 12; 41; 56.0; 3.2262663000000202
111; m; 31; 98; 2; 2; 14; 2; 1; 2; 3; 0; green; diamonds; 12; 23; 82.0; 3.3344108000000006
111; m; 31; 98; 2; 2; 15; 2; 1; 2; 3; 1; green; diamonds; 15; 67; 71.0; 5.134412300000008
111; m; 31; 98; 2; 2; 16; 1; 1; 1; 4; 1; green; dots; 15; 58; 47.0; 10.16067529999998
111; m; 31; 98; 2; 2; 17; 1; 1; 1; 4; 1; green; dots; 15; 58; 61.0; 5.370255400000019
111; m; 31; 98; 2; 2; 18; 1; 1; 1; 4; 1; green; dots; 12; 14; 84.0; 2.3522091999999475
111; m; 31; 98; 2; 2; 19; 3; 1; 3; 2; 0; red; dots; 15; 76; 59.0; 10.845199999999977
111; m; 31; 98; 2; 2; 20; 3; 1; 3; 2; 0; red; dots; 15; 76; 81.0; 1.1420709999999872
111; m; 31; 98; 2; 2; 21; 4; 1; 4; 1; 0; red; diamonds; 15; 85; 77.0; 6.110031599999957
111; m; 31; 98; 2; 2; 22; 4; 1; 4; 1; 0; red; diamonds; 15; 85; 55.0; 3.40235210000003
111; m; 31; 98; 2; 2; 23; 2; 1; 2; 3; 0; green; diamonds; 12; 23; 42.0; 2.368852199999992
111; m; 31; 98; 2; 2; 24; 2; 1; 2; 3; 1; green; diamonds; 12; 23; 15.0; 6.6933182999998735
111; m; 31; 98; 2; 2; 25; 2; 1; 2; 3; 0; green; diamonds; 15; 67; 61.0; 1.2595234999998866
111; m; 31; 98; 2; 2; 26; 4; 1; 4; 1; 1; red; diamonds; 15; 85; 47.0; 4.259510699999964
111; m; 31; 98; 2; 2; 27; 2; 1; 2; 3; 0; green; diamonds; 12; 23; 32.0; 1.5500200000001314
111; m; 31; 98; 2; 2; 28; 2; 1; 2; 3; 0; green; diamonds; 15; 67; 77.0; 1.0337031000001389
111; m; 31; 98; 2; 2; 29; 3; 1; 3; 2; 0; red; dots; 12; 32; 96.0; 2.418724900000143
111; m; 31; 98; 2; 2; 30; 1; 1; 1; 4; 1; green; dots; 12; 14; 34.0; 5.409758000000011
111; m; 31; 98; 2; 2; 31; 3; 1; 3; 2; 0; red; dots; 12; 32; 38.0; 1.384166499999992
111; m; 31; 98; 2; 2; 32; 1; 1; 1; 4; 1; green; dots; 12; 14; 47.0; 5.40112750000003
111; m; 31; 98; 2; 2; 33; 1; 1; 1; 4; 1; green; dots; 15; 58; 19.0; 7.6367301999998745
111; m; 31; 98; 2; 2; 34; 3; 1; 3; 2; 0; red; dots; 15; 76; 52.0; 3.8598925000001145
111; m; 31; 98; 2; 2; 35; 4; 1; 4; 1; 0; red; diamonds; 15; 85; 58.0; 6.351328199999898
111; m; 31; 98; 2; 2; 36; 3; 1; 3; 2; 0; red; dots; 15; 76; 72.0; 1.5089868000000024
111; m; 31; 98; 2; 2; 37; 3; 1; 3; 2; 0; red; dots; 15; 76; 94.0; 1.7837973000000602
111; m; 31; 98; 2; 2; 38; 1; 1; 1; 4; 1; green; dots; 15; 58; 42.0; 3.842486000000008
111; m; 31; 98; 2; 2; 39; 4; 1; 4; 1; 0; red; diamonds; 15; 85; 38.0; 2.2259949000001598
111; m; 31; 98; 2; 2; 40; 1; 1; 1; 4; 0; green; dots; 12; 14; 70.0; 4.684186299999965
